,name,locality,region,postal_code,latitude,longitude,dgcr_id,year_established,tee_type,basket_type,holes,length,hours_to_play,multiple_layouts,hills,woods,par,sse,difficulty,rating,rating_count
4116,North Side Narrows,Bryant Pond,ME,04219,44.407278,-70.586167,5549,2012,Mixed,InStep,18,5905,3.17,False,2,2,58,51.2,-0.3777777777777776,2.5,2
1637,Eagle Summit DGC,Decatur,TX,76234,33.217209,-97.57554,8280,2015,Concrete,DISCatcher,18,5904,3.17,False,1,0,56,44.7,-0.6277777777777777,3.0,3
4711,Rainy River DGC,International Falls,MN,56649,48.590383,-93.433488,6429,2013,Natural,Chainstar,18,5904,3.17,True,0,1,60,51.1,-0.49444444444444435,3.88,4
5375,Sipapu Ski & Summer Resort,Vadito,NM,87579,36.153883,-105.54805,897,1997,Rubber,Mach 3,20,5903,3.17,True,2,1,65,54.2,-0.5399999999999998,4.38,26
3062,L.L. Stub Stewart SP - Hares Canyon,Buxton,OR,97064,45.739016,-123.199439,4170,2010,Brick,DISCatcher,18,5903,3.17,True,2,2,61,52.3,-0.4833333333333335,3.55,21
4316,Owens Field Park,Columbia,SC,29205,33.97725,-80.999716,914,2001,Mixed,DISCatcher,18,5902,3.17,True,0,1,61,51.6,-0.5222222222222221,3.35,13
3019,Kiwanis DGC,Monroe,WI,53566,42.607895,-89.64162,4130,2010,Concrete,DGA,18,5900,3.17,False,1,0,56,47.0,-0.5,3.1,10
2458,Hensley Lake DGC,Raymond,CA,93653,37.121206,-119.869434,2525,2008,Gravel,Mach 2,18,5900,3.17,False,2,1,54,51.0,-0.16666666666666666,3.32,11
2890,Jones Park,Cedar Rapids,IA,52404,41.9505,-91.6532,503,1996,Concrete,Mach 3,18,5900,3.17,False,1,0,56,48.3,-0.4277777777777779,3.33,26
180,Art Dye Disc Golf Park,American Fork,UT,84003,40.397202,-111.780899,53,2006,Tile,Mach 3,18,5900,3.17,True,1,2,54,55.0,0.05555555555555555,3.12,34
1836,Fairview Park,Cullman,AL,35058,34.253075,-86.688673,6665,2013,Mixed,DISCatcher,18,5898,3.17,False,0,0,57,47.0,-0.5555555555555556,3.36,7
2858,John Adams DGC,Brigham City,UT,84302,41.513386,-112.00741,1398,2005,Concrete,Mach 3,18,5896,3.17,False,0,0,57,46.9,-0.5611111111111112,3.5,1
6467,West Main Park,Batavia,IL,60510,41.846509,-88.399694,5972,2012,Natural,DISCatcher,18,5896,3.17,False,0,1,59,51.1,-0.43888888888888883,2.26,19
853,Carey Park,Hutchinson,KS,67501,38.021254,-97.913217,1076,2000,Concrete,Mach 3,18,5894,3.17,False,0,0,54,46.9,-0.39444444444444454,3.57,15
6062,Tower Ridge Park - II,Eau Claire,WI,54703,44.822638,-91.361253,2762,2008,Concrete,DISCatcher,18,5894,3.17,True,0,2,54,58.6,0.25555555555555565,3.42,13
3612,Matchett Park,Grand Junction,CO,81506,39.09229,-108.521533,116,2003,Concrete,DISCatcher,18,5892,3.17,False,2,0,54,47.0,-0.3888888888888889,2.83,20
374,Ben Geren Park - Yellow,Fort Smith,AR,72903,35.311273,-94.36419,1003,2005,Concrete,DISCatcher,18,5888,3.16,True,0,0,54,43.4,-0.588888888888889,3.76,27
4294,Ossian DGC,Ossian,IN,46777,40.879261,-85.162451,8024,2015,Concrete,Other,18,5885,3.16,False,0,0,57,46.9,-0.5611111111111112,3.38,4
3852,Mont du Lac - White Cedar,Superior,WI,54880,46.65162,-92.284181,4557,2010,Concrete,Chainstar,18,5880,3.16,True,2,2,55,51.0,-0.2222222222222222,4.48,21
87,Alton Baker Park,Eugene,OR,97401,44.055678,-123.079414,6105,2013,Turf,Chainstar,18,5880,3.16,True,0,1,54,45.7,-0.46111111111111097,3.22,16
5744,TaHaZouka Park (River Run DGC),Norfolk,NE,68701,42.004289,-97.419782,560,2006,Concrete,Chainstar,19,5879,3.16,True,0,2,62,56.8,-0.2736842105263159,3.79,7
539,Booneville City Park DGC,Booneville,MS,38829,34.662229,-88.574674,3433,2009,Natural,DISCatcher,18,5876,3.16,True,0,1,54,51.0,-0.16666666666666666,3.21,7
6217,Upper Sandusky Reservoir DGC,Upper Sandusky,OH,43351,40.821811,-83.269737,1950,2004,Concrete,DISCatcher,18,5875,3.16,True,0,2,57,55.5,-0.08333333333333333,3.27,11
5690,Sunrise Rotary DGC,Tullahoma,TN,37388,35.375146,-86.201059,6445,2013,Concrete,DGA,18,5875,3.16,False,0,1,57,51.0,-0.3333333333333333,2.91,11
1631,Eagle Ridge/Civic Center,Oswego,IL,60543,41.702721,-88.347298,327,2001,Concrete,Mach 3,18,5870,3.16,True,1,1,55,51.3,-0.2055555555555557,3.78,50
4582,Plum Creek Sports Complex,Seward,NE,68434,40.92723,-97.082598,5044,2011,Concrete,Chainstar,18,5870,3.16,True,0,1,57,51.0,-0.3333333333333333,3.46,12
3434,Longley Park DGC,Lebanon,IN,46052,40.03295,-86.462057,3610,2009,Concrete,DISCatcher,18,5870,3.16,True,0,1,54,51.0,-0.16666666666666666,3.16,25
2752,Iowa Wesleyan College DGC,Mt. Pleasant,IA,52641,40.972308,-91.552758,6467,2013,Concrete,DN Freedom,9,5865,3.16,True,0,0,29,23.8,-0.5777777777777777,1.83,3
4142,Northside Park,Gainesville,FL,32601,29.707719,-82.3532,551,1982,Concrete,Mach 3,20,5863,3.15,True,0,1,60,50.5,-0.475,3.5,29
3740,Mesker Park,Evansville,IN,47720,37.999709,-87.602821,1551,2006,Concrete,Mach 5,18,5862,3.15,True,1,1,56,46.3,-0.5388888888888891,4.04,40
3211,Lakewood Park,Fort Pierce,FL,34951,27.540158,-80.41162,9759,2018,Rubber,Prodigy,18,5861,3.15,False,0,0,58,46.9,-0.6166666666666667,3.0,4
1566,Dragon Ridge,Camdenton,MO,65020,38.0124,-92.7658,5039,2012,Concrete,Monkey Trap,18,5860,3.15,True,2,2,54,51.6,-0.13333333333333325,3.68,14
4807,Reservoir Hill DGC,Pagosa Springs,CO,81147,37.263124,-107.007464,3574,2009,Dirt,Chainstar,18,5860,3.15,True,1,1,54,48.8,-0.28888888888888903,4.1,20
2181,Goat Island DGC,Cramerton,NC,28032,35.239214,-81.069115,5481,2012,Concrete,DISCatcher,18,5856,3.15,True,0,2,59,55.4,-0.20000000000000007,3.29,12
4801,Reno Adventure Park - Red,Reno,NV,89521,39.408723,-119.697029,3803,2008,Concrete,Basket,18,5855,3.15,False,2,0,56,46.8,-0.5111111111111113,4.38,8
4905,Riverside Park,Brownwood,TX,76801,31.73713,-98.975661,5103,2012,Concrete,Basket,18,5854,3.15,False,0,1,58,50.9,-0.39444444444444454,3.65,10
3123,Lake Julian NT DGC,Arden,NC,28704,35.477202,-82.526186,6092,2013,Concrete,DISCatcher,18,5853,3.15,True,1,1,58,47.8,-0.5666666666666669,2.69,13
6709,Woods Park,Wellington,KS,67152,37.259755,-97.416622,2777,2008,Concrete,DISCatcher,18,5850,3.15,False,0,0,54,46.8,-0.40000000000000013,3.13,8
2784,Jack Lake DGC,Deerbrook,WI,54424,45.329092,-89.104593,2804,2008,Mixed,DISCatcher,22,5848,3.15,True,1,2,71,62.8,-0.37272727272727285,3.31,13
3839,Mojave Narrows DGC,Victorville,CA,92395,34.511606,-117.27246,7670,2015,Concrete,DISCatcher,19,5847,3.15,False,0,0,55,46.8,-0.43157894736842123,3.17,3
6450,West Appleton Country Club ,Appleton,ME,04862,44.352521,-69.261291,10130,2018,Turf,DISCatcher,18,5845,3.15,True,1,1,58,50.9,-0.39444444444444454,3.5,2
4951,Robert Morris DGC,Comstock,MI,49048,42.317833,-85.465698,193,2001,Concrete,Other,18,5845,3.15,False,1,1,54,50.5,-0.19444444444444445,3.77,33
2915,K-State Manhattan,Manhattan,KS,66506,39.188377,-96.577479,1408,1989,Concrete,Object,18,5845,3.15,False,0,1,58,50.9,-0.39444444444444454,2.0,4
788,Camp Kon-O-Kwee,Fombell,PA,16123,40.813806,-80.218339,9541,2014,Rubber,Mach 5,18,5844,3.15,True,1,0,65,46.8,-1.0111111111111113,3.5,2
5871,The Jungle,Sanford,MI,48657,43.680272,-84.38354,3546,2009,Concrete,Mach 3,18,5842,3.15,False,0,2,66,55.3,-0.5944444444444446,3.56,17
6279,Veteran Memorial Park,Beeville,TX,78102,28.4032,-97.7689,586,2005,Dirt,DISCatcher,18,5842,3.15,False,1,1,54,50.8,-0.17777777777777792,3.21,7
2975,Kenwood Heritage Park - Park Side,Cadillac,MI,49601,44.245652,-85.442428,1420,2003,Concrete,Chainstar,24,5840,3.15,False,0,2,72,64.1,-0.3291666666666669,3.13,20
1510,Dixieland Park,Harlingen,TX,78550,26.167,-97.719166,885,1999,Concrete,DISCatcher,18,5838,3.15,False,1,1,54,50.8,-0.17777777777777792,3.06,9
1336,Crown Point Campground DGC,Crown Point,NY,12928,44.026892,-73.422306,8718,2016,Natural,Mach 5,18,5836,3.14,True,1,1,56,48.7,-0.4055555555555554,4.0,1
5933,The Scrapyard,Matthews,NC,28105,35.164446,-80.703635,4517,2011,Concrete,DISCatcher,18,5836,3.14,True,1,2,58,55.3,-0.15000000000000016,3.71,42
4492,Pim Farms,Darlington,SC,29540,34.405679,-79.90674,3794,2009,Natural,DISCatcher,18,5835,3.14,False,0,1,59,50.8,-0.4555555555555557,3.42,12
961,Central Park,Firestone,CO,80504,40.145329,-104.929364,8274,2015,Concrete,Chainstar,18,5835,3.14,False,0,0,54,46.7,-0.4055555555555554,1.5,1
121,Ann Dever Park,Englewood,FL,34224,26.922349,-82.313705,10217,2018,Concrete,Mach 5,18,5835,3.14,False,0,1,54,50.8,-0.17777777777777792,2.88,4
438,Bill Frederick Park - Turkey Lake,Orlando,FL,32835,28.500683,-81.476986,780,1986,Concrete,Chainstar,18,5835,3.14,True,0,0,55,46.3,-0.4833333333333335,3.65,53
5265,Shadybrook Park,Lexington,KY,40550,38.0766,-84.4875,2595,1997,Rubber,Mach 5,18,5833,3.14,True,1,0,59,47.3,-0.6500000000000001,2.96,13
6144,Twin Grove,Pine Grove,PA,17963,40.514509,-76.512812,5635,2012,Concrete,Mach 5,18,5828,3.14,False,1,1,57,51.3,-0.3166666666666668,3.77,15
2800,Jackson Rec. Park DGC,Myerstown,PA,17067,40.366149,-76.323813,4993,2011,Rubber,DISCatcher,18,5827,3.14,False,0,0,54,46.7,-0.4055555555555554,3.27,15
1341,Crystal Cove Park,South Sioux City,NE,68776,42.451558,-96.42903,4532,2011,Concrete,Mach 3,18,5827,3.14,False,0,1,61,50.8,-0.5666666666666669,2.41,11
1660,East Hanover Park,Grantville,PA,17028,40.36256,-76.681744,9501,2017,Natural,DISCatcher,18,5826,3.14,False,1,1,58,50.8,-0.40000000000000013,2.83,3
4398,Pauls Valley Flightline DGC,Pauls Valley,OK,73075,34.711052,-97.223213,299,2004,Concrete,Chainstar,18,5826,3.14,False,0,0,62,46.7,-0.8499999999999999,2.71,12
4416,Pecan Acres Park,Nacogdoches,TX,75961,31.616733,-94.643033,867,1996,Dirt,DISCatcher,18,5826,3.14,False,0,1,59,51.5,-0.4166666666666667,3.43,22
567,Bradley Park,Peoria,IL,61606,40.708626,-89.624559,508,1984,Concrete,Mach 3,18,5823,3.14,True,0,1,54,48.9,-0.28333333333333344,3.29,17
3098,Lake Claiborne SP - Dogwood,Homer,LA,71040,32.726828,-92.919455,7252,2015,Natural,DISCatcher,18,5821,3.14,True,2,2,58,49.7,-0.46111111111111097,4.44,18
4225,Old City Park DGC,Moab,UT,84532,38.540513,-109.497079,3020,2008,Concrete,DISCatcher,18,5820,3.14,False,1,1,54,50.1,-0.2166666666666666,3.68,25
1785,Escondido Rotary DGC,Escondido,CA,92025,33.078912,-117.059294,3845,2010,Concrete,Mach 3,18,5818,3.14,True,0,0,56,45.8,-0.5666666666666669,3.63,46
4640,Preisker DGC,Santa Maria,CA,93455,34.985702,-120.43853,1708,2006,Concrete,Mach 3,18,5816,3.14,False,0,0,56,46.7,-0.5166666666666665,3.0,12
4120,North Tahoe Regional Park,Tahoe Vista,CA,96148,39.248639,-120.05299,1618,2006,Rubber,Mach 3,18,5816,3.14,True,1,1,58,54.5,-0.19444444444444445,3.84,22
487,Blue Angel Park - Oaks DGC,Pensacola,FL,32506,30.38506,-87.422845,5048,2006,Concrete,Mach 3,18,5815,3.14,True,0,2,54,55.2,0.06666666666666682,3.85,10
3235,Las Vegas Ski & Snowboard Resort DGC,Mount Charleston,NV,89124,36.303851,-115.679748,5493,2012,Rubber,Basket,18,5814,3.14,False,2,1,54,50.7,-0.18333333333333318,3.75,4
2410,Harvest Fields,Boalsburg,PA,16827,40.772033,-77.770774,8065,2012,Natural,Mach 2,18,5813,3.14,False,2,2,58,55.1,-0.16111111111111104,2.75,6
2993,Killens Pond State Park,Felton,DE,19943,38.985516,-75.545583,563,1998,Mixed,Mach 2,18,5813,3.14,True,0,2,71,53.1,-0.9944444444444444,3.56,17
3996,Nawakwa Woods DGC,Biglerville,PA,17307,39.965458,-77.326462,7041,2014,Woodchips,DN Freedom,18,5812,3.14,False,1,1,75,50.7,-1.3499999999999999,1.88,4
1268,Coyote Point DGC @ Lake Casitas,Ventura,CA,93001,34.407135,-119.351501,83,2005,Concrete,Mach 5,18,5812,3.14,True,2,1,54,50.7,-0.18333333333333318,4.33,53
1534,Donner Ski Ranch,Norden,CA,95724,39.318255,-120.330087,9904,2018,Rubber,DISCatcher,18,5811,3.14,False,2,1,55,50.7,-0.23888888888888873,4.5,3
5961,The Woods @ St Mary's,Winona,MN,55987,44.041975,-91.694566,5407,2006,Rubber,Basket,18,5811,3.14,True,1,1,54,50.7,-0.18333333333333318,3.08,6
4756,Red Mountain - South,Mesa,AZ,85207,33.433204,-111.666348,6118,2013,Concrete,DGA,18,5810,3.13,True,0,1,54,50.8,-0.17777777777777792,2.9,10
514,Boardman Park ,Boardman,OH,44512,41.021539,-80.650901,8818,2016,Mixed,MVP Black Hole,18,5810,3.13,True,0,1,60,50.7,-0.5166666666666665,3.13,4
3121,Lake Icaria,Corning,IA,50841,41.053,-94.739,9461,2017,Grass,Dynamic Patriot,18,5810,3.13,False,1,1,54,49.8,-0.2333333333333335,3.5,1
6102,Troll Valley DGC,Farmington,ME,04938,44.634712,-70.169656,3983,2010,Concrete,Mach 3,18,5810,3.13,False,1,1,61,50.8,-0.5666666666666669,3.95,10
730,Cadyville DGC,Plattsburgh,NY,12901,44.699829,-73.615791,3637,2009,Concrete,DISCatcher,18,5808,3.13,False,0,0,56,52.2,-0.21111111111111094,3.59,17
6755,Yucaipa Regional Park DGC,Yucaipa,CA,92399,34.04949,-117.04736,2043,2006,Concrete,DISCatcher,18,5807,3.13,True,1,1,54,48.3,-0.3166666666666668,3.57,29
270,Ballou Park DGC - Course #2,Danville,VA,24541,36.575074,-79.42385,985,2006,Concrete,Mach 5,18,5807,3.13,True,2,1,58,51.6,-0.35555555555555546,3.46,24
3330,Limona DGC,Brandon,FL,33510,27.960737,-82.310241,1482,2005,Concrete,Gateway Titan,18,5805,3.13,True,1,1,54,49.8,-0.2333333333333335,3.04,38
4195,Oakwood Park,Cottage Grove,MN,55016,44.83604,-92.95701,689,1998,Concrete,Mach 5,18,5805,3.13,True,1,1,58,46.8,-0.6222222222222223,3.7,37
3666,McKinley Park,Creston,IA,50801,41.05265,-94.38063,3880,2007,Concrete,DISCatcher,18,5804,3.13,True,1,1,54,47.8,-0.3444444444444446,3.13,4
4669,Pulaski County Park (Top),Somerset,KY,42501,37.06609,-84.708214,854,1996,Concrete,Other,18,5803,3.13,False,2,2,56,52.8,-0.17777777777777792,3.22,9
335,Beardstown DGC,Beardstown,IL,62618,40.010319,-90.414745,2828,2008,Concrete,DISCatcher,18,5803,3.13,False,0,0,66,46.6,-1.0777777777777777,3.08,6
2969,Kensington Black Locust - Blue,Milford,MI,48380,42.528017,-83.635317,3414,2009,Concrete,Chainstar,18,5801,3.13,True,1,1,55,46.8,-0.4555555555555557,3.89,60
1948,Flying Armadillo - Big Course,San Marcos,TX,78666,29.952021,-97.965411,8316,2016,Natural,DISCatcher,18,5800,3.13,True,0,1,59,50.7,-0.46111111111111097,3.67,3
2827,JB Hunt Park - JBeast,Springdale,AR,72762,36.205135,-94.156265,8761,2009,Concrete,DISCatcher,18,5800,3.13,False,1,1,56,50.7,-0.2944444444444443,4.25,10
205,Atkinson Park DGC,Henderson,KY,42419,37.86101,-87.578765,2800,2008,Concrete,DISCatcher,18,5800,3.13,False,0,0,59,46.6,-0.6888888888888888,3.1,25
131,Apex Nature Park,Apex,NC,27502,35.717022,-78.905216,6745,2014,Rubber,DISCatcher,18,5800,3.13,True,1,2,58,56.2,-0.09999999999999984,3.6,26
516,Bob Mays Park,Quincy,IL,62301,39.962097,-91.387404,7653,2015,Grass,Mach 3,18,5799,3.13,False,0,0,54,46.6,-0.41111111111111104,2.33,3
4520,Pinecrest Park,Howard,WI,54303,44.583281,-88.109359,1687,2003,Mixed,Mach 3,18,5797,3.13,True,1,0,54,46.6,-0.41111111111111104,2.41,17
4334,Pageant Hill,Custer,SD,57730,43.763333,-103.5925,3380,2009,Concrete,Mach 3,18,5796,3.13,True,1,2,54,48.3,-0.3166666666666668,4.19,13
5681,Sunnyside DGC,Atlantic,IA,50022,41.396479,-95.026339,3112,2008,Concrete,Chainstar,18,5795,3.13,True,1,1,57,50.6,-0.35555555555555546,3.95,21
4926,Riverview DGC,Pontiac,IL,61764,40.874477,-88.622561,4599,2011,Concrete,DISCatcher,18,5791,3.13,True,0,0,67,46.6,-1.1333333333333333,3.18,11
3163,Lake Shawnee,Topeka,KS,66605,39.009612,-95.620318,553,1993,Concrete,Latitude 64 Pro,18,5790,3.13,True,1,1,54,49.9,-0.22777777777777786,3.38,17
230,Ayden Park,Ayden,NC,28513,35.488944,-77.427135,6856,2014,Concrete,DISCatcher,18,5789,3.13,True,0,0,58,47.6,-0.5777777777777777,2.64,7
5895,The Monty @ Deer Ridge,Monticello,GA,31064,33.318668,-83.724961,3134,2006,Mixed,Basket,18,5788,3.13,True,1,2,56,53.4,-0.14444444444444451,3.15,13
4136,Northshore DGC,Fayetteville,AR,72764,36.138304,-94.135028,297,2004,Concrete,DISCatcher,18,5786,3.13,True,0,1,55,50.8,-0.2333333333333335,3.57,42
4578,Pleasure Island: Berry's Treasure,Port Arthur,TX,77640,29.86028,-93.93407,937,1991,Grass,Mach 3,18,5785,3.13,False,1,1,54,50.6,-0.1888888888888888,2.14,7
2309,Groves Park,Tucson,AZ,85730,32.172815,-110.832589,79,2003,Concrete,Chainstar,18,5783,3.12,True,0,0,54,46.6,-0.41111111111111104,2.52,21
2100,GA Veterans State Park,Cordele,GA,31015,31.955017,-83.915764,183,2005,Concrete,DISCatcher,18,5781,3.12,False,0,1,62,50.6,-0.6333333333333333,2.78,9
2196,Goodrich Park DGC,Winchester,IN,47394,40.181524,-84.977156,9128,2017,Concrete,Dynamic Veteran,27,5781,3.12,True,1,1,83,76.3,-0.24814814814814826,3.25,2
4247,Olla Sports Complex DGC,Olla,LA,71465,31.8948,-92.2432,7200,2014,Concrete,DISCatcher,18,5781,3.12,False,0,1,60,50.6,-0.5222222222222221,3.33,6
6061,Tower Ridge Park - I,Eau Claire,WI,54703,44.822638,-91.361253,1926,1996,Concrete,Mach 3,18,5775,3.12,True,2,2,54,57.5,0.19444444444444445,4.12,21
3174,Lake Walcott State Park,Rupert,ID,83350,42.673233,-113.481308,187,1998,Rubber,DISCatcher,21,5775,3.12,True,0,1,65,59.2,-0.27619047619047604,4.17,21
3278,Leistikow Memorial Park,Grafton,ND,58237,48.420984,-97.41913,3881,2008,Rubber,Basket,18,5772,3.12,False,0,0,58,46.5,-0.6388888888888888,2.83,6
2594,Hole in the Sky DGC,Eagle,CO,81631,39.650578,-106.842319,7128,2014,Concrete,Latitude 64 Pro,18,5772,3.12,True,1,0,55,46.5,-0.4722222222222222,3.35,20
410,Big Bend,White Cloud,MI,49349-95,43.519023,-85.579387,4533,2011,Concrete,DISCatcher,18,5771,3.12,True,1,2,56,54.9,-0.06111111111111119,3.0,2
6034,Tom Pearce Park,Grants Pass,OR,97526,42.431316,-123.27198,814,1991,Concrete,DISCatcher,18,5771,3.12,True,0,1,54,50.9,-0.1722222222222223,3.8,22
6345,Wakanda Park,Menomonie,WI,54751,44.901529,-91.91852,1976,1999,Concrete,Mach New 2,18,5770,3.12,True,1,1,66,50.6,-0.8555555555555555,3.1,21
1272,CR Farm Disc Golf,West Gardiner,ME,04345,44.204701,-69.867344,2650,2008,Concrete,Mach 3,21,5768,3.12,True,0,2,71,59.2,-0.5619047619047618,4.07,7
3367,Lionel Forti Park,El Paso,TX,79915,31.753975,-106.356652,8141,2011,Mixed,DISCatcher,18,5767,3.12,True,1,0,54,46.4,-0.4222222222222223,3.2,5
5229,Sellersville DGC,Sellersville,PA,18960,40.359974,-75.30696,5525,2011,Other,DISCatcher,19,5765,3.12,True,1,1,57,51.0,-0.3157894736842105,3.79,33
5654,Sugarbush - Base Course,Warren,VT,05674,44.136767,-72.89562,180,2007,Grass,Basket,18,5765,3.12,True,2,1,58,50.1,-0.43888888888888883,2.83,9
3474,Lucky 8,Lavalette,WV,25535,38.316197,-82.450279,2460,1983,Gravel,Mixed,18,5764,3.12,False,2,2,60,54.9,-0.28333333333333344,4.0,4
911,Cedar Creek - West,Fairmont,MN,56031,43.608123,-94.49168,1088,2006,Concrete,Prodigy,18,5764,3.12,True,1,1,58,50.5,-0.4166666666666667,3.75,10
74,Allaire State Park,Wall Township,NJ,07727,40.162343,-74.131737,9245,2017,Stone Pavers,Dynamic Veteran,18,5760,3.12,False,1,2,59,54.1,-0.27222222222222214,3.5,9
771,Camp Catalpa DGC,Richmond,KY,40475,37.740424,-84.250352,9357,2007,Concrete,DISCatcher,18,5760,3.12,False,1,2,56,54.9,-0.06111111111111119,3.5,2
4362,Paradise Pointe - Beaver Creek,Smithville,MO,64089,39.4085,-94.5503,4272,2010,Concrete,Chainstar,18,5760,3.12,False,1,1,56,50.3,-0.3166666666666668,3.25,8
137,Aquatic Park,Berkeley,CA,94703,37.8606,-122.299797,274,1980,Concrete,Mach X,18,5760,3.12,True,0,0,54,43.3,-0.5944444444444446,2.29,47
6651,Winged Deer Park,Johnson City,TN,37601,36.391648,-82.361691,2029,1992,Concrete,Dynamic Veteran,18,5759,3.12,True,1,1,55,50.1,-0.27222222222222214,3.42,42
3291,Lenora Park,Snellville,GA,30039,33.791302,-84.001312,371,1995,Concrete,DISCatcher,18,5758,3.11,True,1,0,54,47.4,-0.36666666666666675,3.18,49
5492,Southwestern College,Creston,IA,50801,41.073568,-94.378159,4093,2010,Grass,Chainstar,18,5757,3.11,False,0,1,56,50.5,-0.3055555555555556,3.5,2
2051,Freedom Park,Lowell,IN,46356,41.308225,-87.426702,5897,2012,Mixed,DISCatcher,18,5757,3.11,True,1,0,62,46.5,-0.8611111111111112,2.0,4
1293,Creekside DGC,Camp Hill,PA,17011,40.277097,-76.925078,475,2006,Concrete,DISCatcher,18,5756,3.11,True,0,1,55,51.3,-0.2055555555555557,2.94,32
2513,Hidden Pond DGC,Southbury,CT,06488,41.4935,-73.1788,9828,2018,Mixed,Dynamic Recruit,18,5755,3.11,False,0,1,55,50.5,-0.25,3.5,1
4374,Parma DGC,Parma,OH,44129,41.391431,-81.716893,1663,2006,Concrete,Dynamic Veteran,18,5755,3.11,True,1,2,56,54.8,-0.06666666666666682,3.29,29
3078,Lady in Blue DGC,Somerset Center,MI,49282,42.053852,-84.406858,7636,2015,Concrete,Kingpin,18,5755,3.11,False,1,0,54,46.4,-0.4222222222222223,3.4,5
3987,Natural Falls State Park,West Siloam Springs,OK,74338,36.175773,-94.670364,5781,2012,Natural,Re-Tire Model A,18,5753,3.11,False,1,1,62,50.5,-0.6388888888888888,3.63,8
4703,Rainbow City DGC,Rainbow City,AL,35906,33.937597,-86.072028,1724,2007,Concrete,Chainstar,18,5751,3.11,True,0,2,54,51.9,-0.11666666666666675,3.14,14
5632,Storrs Pond Rec. Area,Hanover,NH,03755,43.7236,-72.2621,7107,2014,Gravel,DISCatcher,18,5749,3.11,False,2,2,54,47.6,-0.35555555555555546,3.59,11
1931,Flewellen Creek DGC,Fulshear,TX,77441,29.704559,-95.861214,5049,2011,Concrete,Mach 5,18,5748,3.11,False,0,0,54,46.4,-0.4222222222222223,2.82,11
661,Buckhorn DGC,New Hill,NC,27562,35.626034,-78.926674,199,2001,Concrete,DISCatcher,19,5748,3.11,True,1,2,61,54.2,-0.3578947368421051,3.94,52
2732,Indian Oaks,Marengo,IL,60152,42.241497,-88.621572,4559,2011,Concrete,Chainstar,18,5746,3.11,True,1,1,56,50.7,-0.2944444444444443,3.31,21
1469,Devil's Glen,Bettendorf,IA,52722,41.534226,-90.479638,9484,2017,Mixed,Chainstar,18,5745,3.11,True,1,2,64,57.7,-0.34999999999999987,4.0,1
2961,Kendall Indian Hammocks Park - West,Miami (Kendall),FL,33176,25.691069,-80.368313,1419,2002,Concrete,DISCatcher,18,5742,3.11,True,0,1,54,49.2,-0.2666666666666665,2.5,9
3115,Lake Hastings,Hastings,NE,68901,40.607857,-98.39884,845,2005,Concrete,Mach 5,18,5740,3.11,False,0,1,56,50.4,-0.31111111111111117,3.65,10
1131,Clinton DGC,Clinton,AR,72031,35.596461,-92.455601,8763,2016,Mixed,MVP Black Hole,18,5736,3.11,True,1,0,54,46.4,-0.4222222222222223,2.75,2
353,Becky Zallek DGC,Des Moines,IA,50314,41.619637,-93.643288,8799,2016,Concrete,Mach X,18,5735,3.11,True,1,1,57,48.1,-0.49444444444444435,3.63,4
5496,Sparkman Park - Original,Hartselle,AL,35640,34.427125,-86.936284,1850,2006,Concrete,Dynamic Veteran,18,5732,3.11,True,1,1,54,50.2,-0.21111111111111094,3.18,17
2268,Green Valley Ranch DGC,Denver,CO,80249,39.772774,-104.744875,5838,2012,Gravel,Basket,18,5731,3.1,False,0,0,54,46.4,-0.4222222222222223,2.29,24
763,Camp Allen DGC,Navasota,TX,77868,30.2386,-95.9643,5135,2012,Natural,Basket,21,5730,3.1,True,0,2,67,59.0,-0.38095238095238093,2.75,4
5389,SKY VU DGC,Ellis,KS,67637,38.946076,-99.564865,1826,2002,Concrete,Mach 5,18,5730,3.1,False,0,1,54,49.4,-0.25555555555555565,3.44,8
5531,Spring Lake Park - Central,Texarkana,TX,75501,33.462981,-94.05841,919,1994,Concrete,DISCatcher,18,5729,3.1,False,0,1,55,51.4,-0.20000000000000007,3.31,16
4647,Prickly Pines,Elizabeth,CO,80107,39.365281,-104.589938,9991,2018,Turf,Dynamic Patriot,18,5727,3.1,True,1,1,56,50.3,-0.3166666666666668,3.95,10
1211,Confluence DGC,Delta,CO,81416,38.753494,-108.07915,9378,2017,Gravel,DISCatcher,18,5726,3.1,False,0,1,56,50.4,-0.31111111111111117,3.5,2
3923,Mt. Baldy DGC,Mt. Baldy,CA,91759,34.269839,-117.622628,6948,2014,Dirt,Home Made,18,5725,3.1,False,2,0,55,46.4,-0.47777777777777786,3.0,1
2544,Highland Park DGC,Guthrie,OK,73044,35.881898,-97.411462,8703,2016,Concrete,DISCatcher,18,5725,3.1,False,1,1,54,48.1,-0.3277777777777777,3.81,8
2487,Herman Park,Suttons Bay,MI,49682,44.965899,-85.656314,5866,2012,Mixed,Chainstar,18,5721,3.1,False,0,1,64,50.3,-0.7611111111111113,2.17,6
1709,Eiffel Tower Park,Paris,TN,38242,36.288563,-88.303213,967,2007,Concrete,DISCatcher,18,5720,3.1,False,0,1,62,50.3,-0.6500000000000001,3.08,18
6533,White Oak River Campground - Original,Maysville,NC,28555,34.890318,-77.234107,5580,2012,Rubber,Dynamic Recruit,18,5720,3.1,True,1,1,57,51.3,-0.3166666666666668,2.57,7
