,name,locality,region,postal_code,latitude,longitude,dgcr_id,year_established,tee_type,basket_type,holes,length,hours_to_play,multiple_layouts,hills,woods,par,sse,difficulty,rating,rating_count
6287,Veteran's Park - Original,Tupelo,MS,38804,34.262812,-88.67714,1967,2003,Concrete,Mach 3,18,4273,2.55,True,2,2,55,49.8,-0.28888888888888903,3.68,17
3168,Lake Stevens DGC,Lake Stevens,WA,98258,48.015316,-122.05728,642,1999,Concrete,DesignerPro,19,4268,2.55,True,0,2,57,51.0,-0.3157894736842105,3.2,35
1030,Chetek Bulldog DGC,Chetek,WI,54728,45.314212,-91.663549,5671,2012,Mixed,DISCatcher,18,4267,2.55,False,1,2,54,47.3,-0.3722222222222224,1.5,2
2964,Kenilworth Park,Pottstown,PA,19465,40.2287,-75.6315,6961,2014,Concrete,DISCatcher,18,4263,2.55,False,1,1,54,44.6,-0.5222222222222221,2.92,18
2688,HV Griffin Park,Shelbyville,TN,37160,35.503592,-86.444442,2974,2008,Concrete,Mach 5,18,4260,2.55,False,0,1,57,44.2,-0.7111111111111109,2.71,17
1895,Field of Greens DGC,Clarence,IA,52216,41.887,-91.065,4832,2010,Grass,Basket,14,4260,2.55,True,0,0,42,35.4,-0.47142857142857153,2.5,1
5833,The Dock,Aurora,CO,80011,39.756325,-104.773297,8013,2015,Dirt,Prodigy,18,4258,2.55,True,0,0,54,41.2,-0.7111111111111109,2.89,14
399,Betty G. Ross Park,Lincolnton,NC,28093,35.4624,-81.263,477,1998,Grass,DISCatcher,18,4257,2.55,False,0,1,54,44.2,-0.5444444444444443,2.4,5
3309,Lewis Park,Wheatland,WY,82201,42.04763,-104.953217,7100,2014,Concrete,DISCatcher,18,4256,2.55,False,0,0,60,41.4,-1.0333333333333334,3.0,3
1998,Fort Washington DGC,Fort Washington,PA,19034,40.116197,-75.229136,8874,2004,Paver Brick,Chainstar,22,4253,2.55,True,0,1,46,41.6,-0.19999999999999993,3.6,10
3419,Log Lake Park,Kalkaska,MI,49646,44.748688,-85.150266,1491,2001,Concrete,Basket,18,4250,2.54,False,0,2,54,46.7,-0.4055555555555554,2.85,13
588,Breckenridge DGC,Breckenridge,TX,76424,32.754464,-98.895493,6242,2013,Mixed,DISCatcher,18,4250,2.54,False,1,1,54,44.2,-0.5444444444444443,3.75,4
1384,Dallas City Upshot DGC,Dallas City,IL,62330,40.625875,-91.155646,1178,2005,Concrete,Home Made,18,4250,2.54,False,1,1,54,44.8,-0.5111111111111113,2.75,6
3389,Little Creek Park,South Charleston,WV,25309,38.33763,-81.72531,3590,2009,Woodchips,DISCatcher,18,4246,2.54,True,1,2,54,47.2,-0.3777777777777776,2.95,21
6731,Xenia Rotary DGC,Xenia,OH,45385,39.692778,-83.937775,9252,2017,Concrete,Mach 5,18,4245,2.54,False,1,1,56,44.7,-0.6277777777777777,3.57,7
3524,Magnolia Links,Gardendale,AL,35117,33.636953,-86.872828,9048,2017,Concrete,Dynamic Veteran,18,4236,2.54,False,1,1,54,44.1,-0.5499999999999999,2.7,5
4309,Outflow @ Mosquito DGC,Cortland,OH,44410,41.297292,-80.759237,6224,2013,Natural,Mach New 2,10,4230,2.54,False,2,1,35,33.0,-0.2,2.79,7
4794,Renaissance Park - RenSke,Charlotte,NC,28217,35.177848,-80.908774,7287,2015,Concrete,DISCatcher,18,4229,2.54,False,0,1,54,44.1,-0.5499999999999999,3.13,15
5564,St. Charles DGC,St. Charles,MN,55972,43.95811,-92.049722,755,2005,Rubber,Chainstar,18,4229,2.54,False,2,1,54,45.3,-0.4833333333333335,3.25,8
2340,Half-Moon Lagoon DGC,Reedsburg,WI,53959,43.536136,-90.010888,9191,2017,Rubber,DISCatcher,18,4228,2.54,False,0,1,54,44.1,-0.5499999999999999,3.5,2
360,Belgrade Lakes - Fox Run,Rome,ME,04963,44.60025,-69.901328,6924,2014,Concrete,Mach 5,18,4218,2.53,False,1,1,62,44.0,-1.0,3.0,2
5684,Sunrise Bay DGC,Loon Lake,WA,99148,48.109802,-117.603074,6349,2005,Natural,Home Made,18,4215,2.53,False,0,1,71,44.1,-1.4944444444444445,1.5,2
1238,Cornwallis Road Park,Durham,NC,27705,35.978375,-78.951439,1155,1988,Concrete,Mach 2,18,4210,2.53,True,1,2,54,43.0,-0.6111111111111112,2.71,26
2392,Harrisburg Baptist Church DGC,Tupelo,MS,38801,34.237341,-88.767176,3073,2007,Grass,Mach 3,18,4208,2.53,False,0,0,54,41.2,-0.7111111111111109,2.29,7
2633,Horizons Park,Winston-Salem,NC,27105,36.226166,-80.231651,355,1982,Concrete,DGA,18,4205,2.53,False,0,0,58,41.5,-0.9166666666666666,2.88,42
469,Black Mountain,Black Mountain,NC,28711,35.607466,-82.33485,729,2000,Mixed,DISCatcher,18,4205,2.53,True,0,0,54,41.7,-0.6833333333333331,2.51,38
2555,Hillcrest Park,Vincennes,IN,47591,38.699859,-87.491684,4651,2011,Concrete,DISCatcher,18,4202,2.53,True,2,1,54,43.4,-0.588888888888889,2.78,9
